0	0	21450	
1	0	31096	
2	0	22805	
3	0	26982	
4	0	25570	
5	0	21830	
6	0	25200	
7	0	30296	
8	0	28740	
9	0	23170	
10	0	25216	
11	0	38919	
12	0	30037	
13	0	34464	
14	0	34190	
15	0	34112	
16	0	21794	
17	0	35064	
18	0	27724	
19	0	40360	
20	0	34288	
21	0	35427	
22	0	34148	
23	0	42320	
24	0	30178	
25	0	36110	
26	0	23497	
27	0	42276	
28	0	37150	
29	0	43804	
30	0	37356	
31	0	26584	
32	0	37501	
33	0	41512	
34	0	34762	
35	0	41266	
36	0	26896	
37	0	39138	
38	0	36216	
39	0	41796	
40	0	33146	
41	0	35400	
42	0	40061	
43	0	44551	
44	0	33708	
45	0	41122	
46	0	30560	
47	0	46258	
48	0	36912	
49	0	41402	
50	0	34694	
51	0	46722	
52	0	23296	
53	0	34201	
54	0	30764	
55	0	35690	
56	0	38320	
57	0	27242	
58	0	29230	
59	0	35792	
60	0	27084	
61	0	38818	
62	0	21424	
63	0	36580	
64	0	23824	
65	0	39225	
66	0	30634	
67	0	40455	
68	0	29629	
69	0	37936	
70	0	37532	
71	0	39376	
72	0	21799	
73	0	45254	
74	0	33504	
75	0	41756	
76	0	29892	
77	0	26901	
78	0	30544	
79	0	34786	
80	0	21330	
81	0	36376	
82	0	34950	
83	0	34916	
84	0	27284	
85	0	29157	
86	0	22413	
87	0	39108	
88	0	30230	
89	0	44038	
90	0	31864	
91	0	38652	
92	0	30600	
93	0	40453	
94	0	31776	
95	0	46983	
96	0	37656	
97	0	32330	
98	0	38092	
99	0	39449	
100	0	25059	
101	0	33472	
102	0	25836	
103	0	45340	
104	0	26956	
105	0	33201	
106	0	25456	
107	0	33858	
108	0	31701	
109	0	33369	
110	0	23501	
111	0	34444	
112	0	28220	
113	0	43172	
114	0	20116	
115	0	36810	
116	0	30084	
117	0	43950	
118	0	21129	
119	0	35649	
120	0	33660	
121	0	38848	
122	0	17765	
123	0	30374	
124	0	29465	
125	0	35764	
126	0	25576	
127	0	25086	
128	0	25294	
129	0	30792	
130	0	27944	
131	0	24840	
132	0	21300	
133	0	34016	
134	0	27924	
135	0	37341	
136	0	18624	
137	0	44952	
138	0	30912	
139	0	34492	
140	0	17248	
141	0	38152	
142	0	27291	
143	0	42228	
144	0	28565	
145	0	28348	
146	0	24540	
147	0	36654	
148	0	28994	
149	0	37484	
150	0	32032	
151	0	29410	
152	0	26352	
153	0	34276	
154	0	15220	
155	0	27830	
156	0	28140	
157	0	43225	
158	0	26864	
159	0	26420	
160	0	20646	
