# OpenSignals Text File Format
# {"00:07:80:3B:46:61": {"sensor": ["CUSTOM/0.5/1.0/V"], "device name": "00:07:80:3B:46:61", "column": ["nSeq", "DI", "CH1"], "sync interval": 2, "time": "11:10:3.406", "comments": "", "device connection": "BTH00:07:80:3B:46:61", "channels": [1], "date": "2017-1-17", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 100, "label": ["CH1"], "resolution": [16], "special": [{}]}}
# EndOfHeader
0	0	16	
1	0	16	
2	0	15	
3	0	16	
4	0	16	
5	0	15	
6	0	16	
7	0	16	
8	0	16	
9	0	16	
10	0	16	
11	0	17	
12	0	16	
13	0	16	
14	0	16	
15	0	17	
16	0	16	
17	0	16	
18	0	16	
19	0	17	
20	0	16	
21	0	18	
22	0	15	
23	0	15	
24	0	15	
25	0	16	
26	0	17	
27	0	16	
28	0	17	
29	0	17	
30	0	17	
31	0	16	
32	0	15	
33	0	17	
34	0	18	
35	0	17	
36	0	16	
37	0	15	
38	0	16	
39	0	16	
40	0	17	
41	0	16	
42	0	16	
43	0	16	
44	0	17	
45	0	16	
46	0	16	
47	0	17	
48	0	17	
49	0	15	
50	0	17	
51	0	16	
52	0	16	
53	0	16	
54	0	17	
55	0	16	
56	0	17	
57	0	17	
58	0	17	
59	0	17	
60	0	15	
61	0	16	
62	0	15	
63	0	18	
64	0	15	
65	0	16	
66	0	17	
67	0	18	
68	0	16	
69	0	16	
70	0	16	
71	0	18	
72	0	15	
73	0	17	
74	0	15	
75	0	16	
76	0	15	
77	0	17	
78	0	16	
79	0	16	
80	0	15	
81	0	17	
82	0	17	
83	0	17	
84	0	16	
85	0	19	
86	0	16	
87	0	22	
88	0	16	
89	0	17	
90	0	16	
91	0	17	
92	0	16	
93	0	17	
94	0	16	
95	0	19	
96	0	17	
97	0	20	
98	0	15	
99	0	17	
100	0	17	
101	0	20	
102	0	16	
103	0	19	
104	0	16	
105	0	18	
106	0	16	
107	0	22	
108	0	16	
109	0	16	
110	0	16	
111	0	18	
112	0	16	
113	0	17	
114	0	16	
115	0	16	
116	0	16	
117	0	18	
118	0	15	
119	0	23	
120	0	16	
121	0	23	
122	0	16	
123	0	21	
124	0	17	
125	0	16	
126	0	16	
127	0	29	
128	0	16	
129	0	24	
130	0	16	
131	0	31	
132	0	17	
133	0	25	
134	0	17	
135	0	20	
136	0	16	
137	0	32	
138	0	15	
139	0	18	
140	0	16	
141	0	23	
142	0	16	
143	0	22	
144	0	16	
145	0	39	
146	0	16	
147	0	24	
148	0	16	
149	0	19	
150	0	15	
151	0	20	
152	0	16	
153	0	17	
154	0	17	
155	0	30	
156	0	16	
